Location,Area_sqft,BHK,Bathrooms,Furnishing,Property_Type,Facing,City_Zone,Parking_Type,Transaction_Type,Property_Age_Years,Floor,Distance_from_City_Center_km,Price
Bangalore,2128,1,2,Semi-Furnished,Independent House,South,Suburb,None,Resale,8,2,16.6,27576640.0
Mumbai,1095,5,2,Unfurnished,Apartment,East,Outskirts,Covered,Resale,3,19,7.92,18317075.0
Hyderabad,2784,3,4,Semi-Furnished,Apartment,North,Suburb,Covered,New,32,8,29.49,24665540.0
Bangalore,1782,4,4,Fully Furnished,Independent House,North,Outskirts,Covered,New,9,25,33.01,23951593.0
Pune,2895,3,4,Semi-Furnished,Villa,North,Outskirts,None,New,29,9,13.3,30883108.0
Chennai,4005,2,2,Semi-Furnished,Apartment,North,Central,Open,New,7,14,25.74,40638013.0
Mumbai,2247,5,1,Unfurnished,Apartment,North,Central,Open,New,23,21,24.85,36490238.0
Mumbai,2128,1,4,Fully Furnished,Apartment,East,Suburb,Covered,Resale,11,6,19.0,34339031.0
Kolkata,1052,3,1,Semi-Furnished,Apartment,West,Central,Covered,New,21,5,34.53,8665537.0
Kolkata,1158,5,4,Fully Furnished,Apartment,South,Suburb,Open,New,32,4,30.1,9466629.0
Bangalore,1679,1,1,Fully Furnished,Independent House,South,Central,None,Resale,10,5,11.42,22585445.0
Mumbai,841,3,2,Unfurnished,Independent House,South,Suburb,Open,New,27,6,10.32,13067382.0
Chennai,3888,4,2,Unfurnished,Villa,West,Outskirts,Open,Resale,16,28,1.21,39186652.0
Bangalore,3973,4,2,Unfurnished,Independent House,East,Central,Open,New,14,24,24.64,52513128.0
Hyderabad,4370,3,1,Fully Furnished,Apartment,North,Suburb,None,Resale,21,1,34.68,38805700.0
Bangalore,1926,2,1,Semi-Furnished,Apartment,East,Central,Open,New,21,21,27.99,24961595.0
Bangalore,590,4,3,Unfurnished,Apartment,West,Suburb,None,New,4,5,20.46,8832904.0
Hyderabad,2273,5,4,Fully Furnished,Villa,South,Suburb,Open,New,31,4,16.64,21613292.0
Pune,3415,2,1,Fully Furnished,Independent House,South,Central,Open,Resale,25,4,16.35,35650402.0
Kolkata,657,2,4,Semi-Furnished,Apartment,North,Outskirts,Open,Resale,14,16,2.42,5854644.0
Chennai,554,3,3,Fully Furnished,Apartment,West,Suburb,Open,New,20,15,8.11,5784133.0
Pune,3391,5,3,Unfurnished,Independent House,East,Suburb,Open,Resale,8,6,21.92,37029693.0
Pune,4493,5,1,Unfurnished,Independent House,West,Outskirts,Covered,Resale,9,7,3.88,48362731.0
Pune,4302,1,2,Unfurnished,Apartment,East,Suburb,Open,Resale,24,23,12.86,43564146.0
Kolkata,2675,4,1,Unfurnished,Villa,West,Suburb,Open,New,7,1,23.97,23751545.0
Delhi,3982,4,3,Unfurnished,Apartment,East,Central,None,Resale,24,20,14.22,56558512.0
Kolkata,2812,2,2,Fully Furnished,Villa,South,Central,Open,Resale,18,10,16.35,24478206.0
Pune,423,2,1,Unfurnished,Apartment,West,Central,Open,New,1,29,10.74,6061740.0
Delhi,2141,3,2,Unfurnished,Independent House,East,Outskirts,None,New,12,14,24.25,29809754.0
Hyderabad,3560,5,3,Unfurnished,Villa,South,Central,Covered,New,15,29,27.71,34186846.0
Kolkata,4005,4,1,Unfurnished,Independent House,South,Suburb,Open,Resale,11,10,24.49,34187743.0
Chennai,3771,1,2,Semi-Furnished,Independent House,East,Central,Covered,New,16,28,34.73,37825592.0
Pune,2491,4,3,Fully Furnished,Villa,South,Central,None,New,21,4,10.03,28343525.0
Mumbai,1460,4,1,Fully Furnished,Independent House,West,Central,Open,New,7,26,34.46,24019042.0
Hyderabad,3751,4,1,Unfurnished,Independent House,South,Suburb,None,Resale,3,15,19.78,34255814.0
Delhi,860,2,2,Semi-Furnished,Apartment,West,Central,Open,New,9,25,15.28,12676552.0
Kolkata,2517,5,2,Semi-Furnished,Villa,South,Suburb,None,New,23,13,20.21,21874908.0
Chennai,2006,5,2,Semi-Furnished,Independent House,South,Outskirts,Covered,Resale,7,29,34.61,20960026.0
Bangalore,471,4,1,Unfurnished,Villa,North,Suburb,Open,New,6,4,11.18,7703558.0
Chennai,1106,5,2,Semi-Furnished,Apartment,East,Central,Covered,New,2,15,27.01,12482064.0
Chennai,2328,3,2,Semi-Furnished,Independent House,South,Central,Open,New,22,29,6.67,23903234.0
Pune,3198,2,4,Unfurnished,Apartment,West,Central,Covered,Resale,18,6,25.42,33119844.0
Pune,1577,2,2,Unfurnished,Villa,East,Central,Open,New,23,19,26.18,16531040.0
Kolkata,553,5,1,Semi-Furnished,Villa,West,Central,Open,New,3,20,5.66,7832215.0
Kolkata,429,4,1,Fully Furnished,Independent House,East,Suburb,None,New,10,21,17.98,5050276.0
Delhi,3711,4,4,Unfurnished,Apartment,North,Central,Open,Resale,0,25,4.27,54381509.0
Kolkata,4226,4,3,Fully Furnished,Villa,North,Central,Open,New,9,14,24.94,37588744.0
Delhi,2274,5,1,Fully Furnished,Villa,West,Outskirts,None,Resale,21,3,9.0,32551042.0
Pune,636,4,4,Fully Furnished,Apartment,South,Suburb,Open,Resale,16,6,14.8,7551792.0
Pune,2585,5,1,Unfurnished,Villa,East,Suburb,None,Resale,9,10,5.39,28970217.0
Mumbai,1017,1,2,Fully Furnished,Villa,East,Suburb,Open,Resale,27,2,13.56,16353067.0
Mumbai,1971,5,2,Unfurnished,Apartment,North,Outskirts,Open,New,14,11,4.52,32742130.0
Hyderabad,2837,3,1,Unfurnished,Apartment,East,Outskirts,Covered,New,24,5,11.84,24701902.0
Pune,981,4,4,Fully Furnished,Apartment,East,Central,Covered,New,2,27,29.7,11730213.0
Bangalore,2654,4,1,Semi-Furnished,Villa,South,Outskirts,None,New,5,22,18.84,35461084.0
Mumbai,1000,2,2,Semi-Furnished,Independent House,West,Suburb,Covered,New,30,23,9.17,15692362.0
Delhi,1378,5,2,Unfurnished,Independent House,South,Outskirts,None,New,1,18,32.46,20386639.0
Chennai,914,1,4,Fully Furnished,Villa,North,Central,Open,New,22,14,30.61,9339804.0
Kolkata,1209,4,4,Fully Furnished,Villa,South,Outskirts,Covered,New,18,13,9.85,11998747.0
Kolkata,2885,2,2,Semi-Furnished,Apartment,East,Suburb,Covered,Resale,1,10,4.15,25047086.0
Hyderabad,1846,5,3,Fully Furnished,Villa,North,Central,Open,New,2,23,27.23,19345329.0
Mumbai,868,2,2,Unfurnished,Villa,North,Central,None,Resale,15,15,33.41,13385473.0
Chennai,1029,1,3,Unfurnished,Independent House,East,Outskirts,Open,Resale,21,2,32.98,9049142.0
Chennai,3782,5,4,Fully Furnished,Independent House,East,Central,None,Resale,31,25,25.41,38991045.0
Mumbai,513,4,1,Semi-Furnished,Villa,East,Outskirts,None,New,0,18,26.7,9283644.0
Bangalore,1625,5,2,Fully Furnished,Independent House,West,Outskirts,None,Resale,21,15,21.95,21152093.0
Bangalore,2016,4,3,Unfurnished,Villa,North,Suburb,Open,New,31,8,7.83,26764900.0
Hyderabad,3717,3,2,Unfurnished,Apartment,North,Suburb,None,Resale,20,4,27.41,32277684.0
Bangalore,3070,4,2,Unfurnished,Villa,East,Suburb,None,Resale,25,11,30.93,39296819.0
Hyderabad,3468,2,1,Semi-Furnished,Independent House,South,Central,Open,Resale,8,0,25.12,31359202.0
Delhi,2937,1,3,Unfurnished,Villa,East,Suburb,Covered,Resale,31,10,34.8,40211722.0
Mumbai,3574,5,4,Unfurnished,Independent House,South,Outskirts,Open,New,13,1,1.35,58475407.0
Chennai,3037,3,3,Fully Furnished,Villa,West,Outskirts,None,New,33,25,19.45,30272370.0
Hyderabad,2622,3,2,Fully Furnished,Villa,East,Suburb,Covered,New,3,3,15.87,25928234.0
Kolkata,451,3,1,Semi-Furnished,Independent House,North,Suburb,Open,Resale,6,13,9.41,4365437.0
Bangalore,2744,2,4,Semi-Furnished,Villa,North,Suburb,Covered,Resale,28,18,12.69,36158526.0
Kolkata,2622,4,1,Fully Furnished,Villa,West,Central,Open,New,28,11,29.96,22650312.0
Hyderabad,3508,3,1,Unfurnished,Villa,North,Suburb,None,New,26,28,4.26,31813496.0
Pune,2058,1,2,Unfurnished,Apartment,North,Central,Covered,Resale,0,14,20.37,21878607.0
Hyderabad,3957,1,4,Unfurnished,Independent House,East,Suburb,Covered,New,23,24,19.14,35406356.0
Bangalore,1286,5,1,Fully Furnished,Villa,East,Central,Open,New,27,0,19.68,18272305.0
Pune,3453,1,4,Unfurnished,Apartment,South,Outskirts,None,Resale,19,16,9.28,36058756.0
Pune,3202,4,4,Fully Furnished,Independent House,West,Central,None,New,23,15,9.7,34872809.0
Bangalore,2597,4,4,Semi-Furnished,Apartment,East,Suburb,None,Resale,6,2,19.26,34094074.0
Pune,4410,3,1,Unfurnished,Apartment,South,Suburb,None,New,1,24,33.33,46377731.0
Mumbai,1035,4,1,Fully Furnished,Villa,North,Central,None,New,21,4,25.47,17814235.0
Chennai,3414,4,3,Unfurnished,Apartment,East,Outskirts,Open,New,17,13,3.41,35230689.0
Kolkata,4285,3,4,Fully Furnished,Villa,South,Outskirts,None,Resale,29,28,34.1,36303423.0
Mumbai,2482,5,1,Unfurnished,Independent House,North,Outskirts,None,Resale,16,17,6.93,39483900.0
Mumbai,574,4,1,Semi-Furnished,Apartment,North,Outskirts,Open,Resale,34,3,6.47,7825987.0
Bangalore,1456,4,2,Semi-Furnished,Apartment,North,Central,None,Resale,28,0,2.74,19217725.0
Bangalore,2148,2,3,Fully Furnished,Apartment,West,Suburb,Open,Resale,15,14,25.36,27564929.0
Kolkata,3162,5,4,Fully Furnished,Apartment,North,Suburb,Covered,New,20,13,23.96,28255192.0
Chennai,3868,3,1,Semi-Furnished,Villa,East,Outskirts,None,New,9,0,13.13,39852392.0
Hyderabad,2701,2,1,Fully Furnished,Villa,North,Outskirts,Covered,New,4,16,34.5,25190792.0
Mumbai,967,2,3,Semi-Furnished,Independent House,South,Outskirts,None,New,2,4,29.33,16092450.0
Pune,2183,5,3,Unfurnished,Independent House,East,Outskirts,Open,Resale,30,10,14.11,22289850.0
Chennai,2543,4,4,Semi-Furnished,Independent House,East,Suburb,Covered,New,12,1,21.44,26302424.0
Mumbai,2640,3,1,Unfurnished,Villa,South,Suburb,Covered,New,15,3,19.87,42738862.0
Hyderabad,2958,5,3,Fully Furnished,Apartment,South,Suburb,Covered,Resale,19,4,11.88,27447148.0
Pune,1874,2,1,Semi-Furnished,Villa,South,Suburb,None,New,31,26,33.07,18725284.0
Mumbai,729,1,3,Unfurnished,Villa,South,Outskirts,Open,New,6,18,26.07,11524598.0
Delhi,3073,3,1,Semi-Furnished,Independent House,South,Central,None,New,3,2,26.64,44188457.0
Kolkata,1289,1,3,Unfurnished,Independent House,South,Outskirts,None,New,14,28,32.7,10619557.0
Chennai,1161,4,1,Fully Furnished,Independent House,North,Central,Open,Resale,5,22,9.72,13789593.0
Kolkata,1423,5,3,Fully Furnished,Villa,West,Suburb,None,New,25,22,13.54,13443062.0
Bangalore,2080,4,3,Semi-Furnished,Apartment,North,Outskirts,Covered,New,19,28,21.57,27513376.0
Mumbai,3656,5,4,Unfurnished,Independent House,West,Outskirts,Open,New,31,18,11.27,58536720.0
Pune,1461,2,1,Fully Furnished,Villa,West,Suburb,None,New,20,24,25.83,15468940.0
Pune,1303,4,2,Unfurnished,Apartment,West,Suburb,Covered,Resale,23,21,14.01,13106183.0
Chennai,533,1,3,Fully Furnished,Independent House,West,Central,Covered,New,4,23,1.94,7148724.0
Chennai,1525,2,1,Unfurnished,Independent House,East,Suburb,None,New,23,9,30.61,13902356.0
Kolkata,2364,5,2,Unfurnished,Independent House,North,Central,Covered,New,30,12,20.17,21135612.0
Pune,2439,2,4,Unfurnished,Villa,South,Suburb,Open,New,9,20,22.73,26350944.0
Pune,3249,1,4,Unfurnished,Apartment,West,Central,Open,New,21,3,28.25,33374603.0
Pune,3611,3,2,Fully Furnished,Villa,South,Suburb,Open,Resale,6,15,21.82,38930603.0
Mumbai,3766,5,4,Unfurnished,Independent House,South,Suburb,Open,Resale,16,18,8.03,60963098.0
Pune,3311,3,4,Unfurnished,Villa,South,Suburb,Open,Resale,26,24,1.95,35596730.0
Bangalore,2991,2,1,Semi-Furnished,Villa,East,Central,Covered,Resale,24,0,13.02,38922261.0
Pune,2583,4,3,Fully Furnished,Apartment,South,Suburb,None,Resale,22,2,19.02,27028764.0
Bangalore,3948,5,1,Semi-Furnished,Villa,East,Outskirts,Covered,Resale,28,7,5.79,51281230.0
Mumbai,644,2,3,Semi-Furnished,Independent House,North,Suburb,Covered,Resale,23,15,15.67,10478813.0
Chennai,1579,5,2,Unfurnished,Villa,South,Central,Open,Resale,4,20,14.86,18462042.0
Bangalore,2178,1,3,Semi-Furnished,Apartment,South,Central,Covered,New,26,0,27.37,28554863.0
Mumbai,2935,2,1,Unfurnished,Apartment,West,Suburb,None,New,27,9,11.59,46126598.0
Pune,836,4,1,Semi-Furnished,Apartment,East,Outskirts,None,New,33,18,27.01,6989474.0
Mumbai,2670,5,4,Fully Furnished,Villa,South,Outskirts,None,New,6,9,1.4,44805529.0
Pune,2224,4,2,Fully Furnished,Independent House,West,Central,Covered,New,8,26,9.56,25846294.0
Kolkata,1193,4,1,Semi-Furnished,Villa,East,Outskirts,Open,New,7,9,31.79,10985928.0
Mumbai,1680,1,3,Semi-Furnished,Apartment,South,Suburb,None,Resale,3,5,14.56,26685244.0
Chennai,2138,3,1,Fully Furnished,Villa,West,Suburb,None,Resale,11,24,34.23,21171204.0
Bangalore,849,2,1,Unfurnished,Independent House,East,Outskirts,Open,Resale,32,18,5.91,9374380.0
Kolkata,2354,3,1,Semi-Furnished,Apartment,North,Suburb,Open,Resale,7,3,25.37,20304590.0
Chennai,1014,3,4,Unfurnished,Villa,North,Central,None,New,3,15,10.3,12896735.0
Delhi,1138,1,4,Unfurnished,Apartment,South,Central,None,Resale,33,4,26.07,14825245.0
Pune,2031,4,3,Unfurnished,Independent House,East,Suburb,None,New,33,7,11.25,20851570.0
Bangalore,4065,4,4,Fully Furnished,Villa,North,Central,None,Resale,16,29,32.54,54031293.0
Chennai,468,2,3,Fully Furnished,Independent House,North,Suburb,None,New,25,21,9.54,5559235.0
Bangalore,2274,1,4,Semi-Furnished,Villa,East,Outskirts,Open,New,26,14,11.25,29177083.0
Delhi,1269,5,4,Semi-Furnished,Apartment,North,Suburb,Open,Resale,16,26,8.21,19292603.0
Hyderabad,1793,4,2,Fully Furnished,Apartment,South,Outskirts,Covered,Resale,0,8,30.72,17325269.0
Pune,3870,2,3,Unfurnished,Villa,North,Central,None,Resale,34,15,7.72,40836106.0
Pune,3591,5,4,Semi-Furnished,Independent House,South,Outskirts,Covered,Resale,23,16,28.72,38084877.0
Mumbai,3519,3,1,Semi-Furnished,Villa,South,Outskirts,None,Resale,3,5,31.29,56741485.0
Pune,2515,1,1,Fully Furnished,Independent House,South,Central,Covered,Resale,24,27,3.2,27386689.0
Pune,4365,5,4,Semi-Furnished,Apartment,West,Outskirts,Covered,Resale,7,21,32.51,45905803.0
Chennai,776,4,3,Semi-Furnished,Villa,West,Suburb,None,Resale,30,6,26.59,7882123.0
Kolkata,2723,2,4,Semi-Furnished,Villa,West,Outskirts,Open,New,2,4,6.99,24887369.0
Pune,3215,2,3,Unfurnished,Apartment,North,Central,Open,Resale,17,3,25.73,33961229.0
Pune,2341,1,4,Fully Furnished,Independent House,East,Suburb,Open,Resale,21,13,33.63,24606304.0
Delhi,604,3,2,Unfurnished,Villa,West,Outskirts,Open,Resale,4,9,30.69,8463204.0
Kolkata,1144,4,3,Fully Furnished,Independent House,West,Suburb,None,New,14,5,19.41,10532354.0
Delhi,3536,3,4,Unfurnished,Apartment,West,Suburb,Covered,Resale,22,1,16.57,49315813.0
Bangalore,1949,1,2,Semi-Furnished,Villa,South,Central,Covered,New,9,2,9.6,26433939.0
Bangalore,2825,1,2,Unfurnished,Villa,North,Outskirts,Open,Resale,22,19,31.67,35507844.0
Pune,3264,3,3,Unfurnished,Independent House,North,Suburb,Open,New,33,7,26.13,33660969.0
Pune,4373,5,4,Fully Furnished,Villa,North,Suburb,None,Resale,12,12,8.13,48530856.0
Mumbai,1070,5,2,Semi-Furnished,Villa,South,Suburb,Open,New,4,6,17.9,18952099.0
Bangalore,3817,1,2,Fully Furnished,Villa,East,Suburb,None,New,11,25,14.6,50020810.0
Chennai,3465,5,1,Semi-Furnished,Apartment,East,Central,Covered,New,20,11,19.35,35221046.0
Pune,2127,5,1,Semi-Furnished,Apartment,North,Suburb,Open,Resale,34,10,6.72,21470523.0
Chennai,4426,2,1,Semi-Furnished,Independent House,East,Suburb,Open,Resale,12,18,14.35,44986435.0
Pune,3332,3,3,Unfurnished,Apartment,North,Central,None,New,15,0,11.05,35914641.0
Chennai,4214,2,1,Unfurnished,Villa,South,Central,Open,New,31,25,8.8,42362717.0
Hyderabad,2103,2,4,Semi-Furnished,Villa,South,Central,None,New,27,25,30.53,19700859.0
Chennai,3486,1,2,Fully Furnished,Independent House,South,Central,Covered,Resale,4,24,8.64,37026239.0
Kolkata,3664,1,1,Fully Furnished,Independent House,North,Outskirts,Open,New,14,10,20.96,31096280.0
Bangalore,453,1,4,Unfurnished,Apartment,West,Outskirts,Covered,Resale,14,15,32.35,4520512.0
Pune,1091,2,4,Fully Furnished,Independent House,East,Central,None,New,19,6,23.4,12207703.0
Bangalore,4499,4,1,Semi-Furnished,Villa,West,Outskirts,Open,New,13,18,26.54,58406102.0
Kolkata,656,2,3,Fully Furnished,Independent House,West,Suburb,Covered,New,26,0,13.64,6450303.0
Kolkata,3832,2,4,Semi-Furnished,Apartment,South,Suburb,Open,Resale,33,15,29.49,31050276.0
Chennai,1233,2,3,Fully Furnished,Apartment,North,Central,Covered,Resale,15,5,31.93,12347792.0
Delhi,2929,5,3,Unfurnished,Villa,East,Suburb,Covered,New,5,12,10.39,43138027.0
Delhi,3296,5,3,Fully Furnished,Independent House,West,Suburb,None,Resale,34,3,12.84,46881987.0
Kolkata,1561,1,4,Unfurnished,Independent House,West,Suburb,Open,Resale,34,9,19.83,12638665.0
Delhi,3922,2,1,Fully Furnished,Apartment,East,Suburb,Covered,New,2,12,12.51,56045312.0
Pune,872,2,4,Unfurnished,Independent House,South,Central,None,New,32,11,22.1,9512622.0
Mumbai,2426,1,2,Fully Furnished,Independent House,West,Suburb,Covered,Resale,23,6,22.59,37823603.0
Hyderabad,2037,3,2,Semi-Furnished,Independent House,West,Suburb,Covered,Resale,0,16,20.36,19195289.0
Chennai,3948,4,1,Fully Furnished,Villa,South,Suburb,Open,Resale,18,5,7.7,40902690.0
Mumbai,2640,4,4,Fully Furnished,Independent House,South,Outskirts,None,New,23,14,22.87,42771050.0
Delhi,2754,3,4,Fully Furnished,Apartment,South,Suburb,None,Resale,10,4,2.37,39232556.0
Chennai,1305,1,2,Semi-Furnished,Independent House,West,Outskirts,Open,New,16,2,10.6,12728437.0
Mumbai,1583,3,2,Semi-Furnished,Villa,South,Central,Covered,Resale,31,6,22.32,25517618.0
Bangalore,2619,4,4,Unfurnished,Apartment,South,Central,None,New,25,11,25.27,33856983.0
Delhi,4044,3,4,Fully Furnished,Apartment,East,Central,Open,Resale,25,15,31.34,56971088.0
Mumbai,1488,2,1,Semi-Furnished,Villa,East,Outskirts,Covered,New,30,24,33.45,23151773.0
Pune,1592,5,4,Unfurnished,Villa,South,Outskirts,None,New,7,1,16.59,18524748.0
Bangalore,2528,2,3,Fully Furnished,Independent House,South,Central,None,New,8,11,20.01,33857126.0
Delhi,3851,4,1,Semi-Furnished,Villa,South,Suburb,Open,Resale,17,13,27.49,54219622.0
Hyderabad,4241,5,3,Semi-Furnished,Villa,North,Central,Covered,Resale,26,19,26.36,39128041.0
Kolkata,731,5,2,Fully Furnished,Independent House,West,Suburb,None,New,4,7,4.7,8837257.0
Delhi,1611,3,3,Semi-Furnished,Apartment,South,Suburb,Open,Resale,9,19,20.99,23005494.0
Pune,1448,2,3,Unfurnished,Independent House,East,Suburb,None,New,16,20,3.88,15606655.0
Hyderabad,4488,3,2,Unfurnished,Villa,East,Central,Covered,Resale,5,19,24.12,41804400.0
Hyderabad,2675,4,3,Semi-Furnished,Villa,North,Outskirts,Covered,Resale,5,18,26.82,25213951.0
Hyderabad,2034,5,4,Semi-Furnished,Apartment,North,Outskirts,Open,Resale,4,5,26.0,18875295.0
Chennai,4005,3,2,Semi-Furnished,Apartment,East,Suburb,None,Resale,2,12,8.1,41122994.0
Chennai,902,5,2,Unfurnished,Independent House,East,Outskirts,Open,New,30,22,32.06,8178376.0
Kolkata,3969,2,4,Unfurnished,Apartment,West,Suburb,Open,New,18,15,22.13,33480357.0
Hyderabad,1479,4,1,Semi-Furnished,Apartment,East,Suburb,None,Resale,15,22,4.28,14209923.0
Kolkata,1734,2,1,Unfurnished,Villa,North,Central,Covered,Resale,29,28,33.11,13743585.0
Bangalore,4418,3,1,Fully Furnished,Apartment,North,Central,None,Resale,29,13,27.65,56665206.0
Hyderabad,2473,3,2,Unfurnished,Independent House,North,Central,Covered,New,15,7,29.31,23089425.0
Mumbai,4454,1,3,Semi-Furnished,Independent House,North,Central,Open,New,23,5,2.74,72534683.0
Hyderabad,422,2,4,Unfurnished,Villa,West,Outskirts,None,Resale,7,14,24.55,4042164.0
Chennai,2249,4,3,Fully Furnished,Villa,South,Central,Covered,New,0,13,4.8,26170839.0
Chennai,2563,5,4,Semi-Furnished,Villa,East,Central,Covered,New,2,23,11.75,29436274.0
Mumbai,879,1,1,Unfurnished,Villa,South,Central,Covered,Resale,11,27,34.01,14523212.0
Mumbai,2754,4,1,Fully Furnished,Villa,West,Outskirts,Covered,Resale,8,12,21.07,45581961.0
Delhi,3148,2,1,Unfurnished,Apartment,West,Outskirts,None,Resale,28,10,7.07,42554217.0
Bangalore,2939,5,4,Fully Furnished,Independent House,West,Central,None,New,27,8,28.53,39156971.0
Bangalore,1543,4,2,Fully Furnished,Independent House,South,Central,None,New,3,7,34.3,22180402.0
Bangalore,2733,1,4,Unfurnished,Apartment,West,Outskirts,None,New,6,18,29.04,35654922.0
Pune,3045,5,2,Semi-Furnished,Independent House,South,Central,Open,Resale,8,13,27.37,33053670.0
Chennai,1238,2,1,Fully Furnished,Apartment,North,Suburb,Covered,Resale,25,2,30.26,11181619.0
Bangalore,2249,5,2,Semi-Furnished,Villa,West,Outskirts,None,Resale,1,6,29.73,29898898.0
Delhi,3786,2,1,Fully Furnished,Apartment,South,Suburb,None,New,24,17,26.5,51865990.0
Delhi,3252,3,3,Fully Furnished,Independent House,West,Suburb,None,Resale,1,28,31.92,46470543.0
Bangalore,2609,3,4,Fully Furnished,Apartment,East,Central,Open,Resale,2,10,10.35,35590548.0
Mumbai,1792,2,2,Semi-Furnished,Apartment,South,Central,None,Resale,14,27,11.29,29039238.0
Delhi,3656,4,2,Unfurnished,Villa,West,Suburb,None,New,23,27,15.8,52196599.0
Kolkata,2359,1,2,Fully Furnished,Independent House,North,Outskirts,Covered,New,15,22,16.08,20083745.0
Mumbai,675,3,2,Unfurnished,Villa,West,Central,None,Resale,4,5,9.53,11886691.0
Kolkata,1859,4,3,Fully Furnished,Villa,North,Suburb,Open,New,0,19,17.22,18144316.0
Chennai,3731,5,3,Fully Furnished,Independent House,North,Outskirts,Open,New,15,27,14.52,38199447.0
Pune,1358,3,2,Fully Furnished,Independent House,East,Outskirts,None,Resale,17,4,34.48,13791539.0
Delhi,2241,4,3,Fully Furnished,Independent House,East,Central,None,New,6,14,21.5,33023779.0
Mumbai,4459,1,1,Unfurnished,Villa,East,Central,Covered,Resale,20,1,21.14,70720333.0
Kolkata,3777,5,3,Unfurnished,Independent House,North,Central,Open,New,29,23,22.58,32851420.0
Bangalore,2924,3,4,Semi-Furnished,Independent House,South,Suburb,Open,New,18,13,27.8,38484302.0
